productcode,decoration,depth,description,firing,height,maker,materials,name,price,technique,width
FT265Y89,Slip decoration,12.0,"handbuilt stoneware bottle form, with multiple layered surfaces. layers are built up using incised lines, lino-prints or mono-printed imagery and painted with coloured slips.",Electric,25.0,Fiona Thompson,Stoneware,Bottle,230.0,Hand built,12.0
FT265Y87,Slip decoration,17.5,"handbuilt stoneware squared vase, with multiple layered surfaces. layers are built up using incised lines, lino-prints or mono-printed imagery and painted with coloured slips.",Electric,23.5,Fiona Thompson,Stoneware,Squared Vase,280.0,Hand built,17.5
B151Y305,Slip decoration,12.7,"this earthenware black and gold vase is wheel-thrown and boldly decorated with fluid slip-trailing, combing and sgraffito. it is glazed and wood-fired.",Wood,27.0,Clive Bowen,Earthenware,Black and Gold Vase,316.0,Thrown,19.0
B151Y327,Slip decoration,15.3,"this earthenware shallow salad bowl is wheel-thrown and boldly decorated with fluid slip-trailing, combing and sgraffito. it is glazed and wood-fired.",Wood,6.5,Clive Bowen,Earthenware,Shallow Salad Bowl,102.0,Thrown,25.0
VB373Y380,Slip decoration,8.9,this spiked pot is wheel-thrown and decorated with slip resist to create patterns and textures on the  burnished pot which is then sawdust fired in a variety of wood shavings.,Wood,9.0,Vanessa Bullick,Earthenware,Spiked pot,61.0,Thrown,10.0
VB373Y379,Slip decoration,8.9,this spiked pot is wheel-thrown and decorated with slip resist to create patterns and textures on the  burnished pot which is then sawdust fired in a variety of wood shavings.,Wood,8.0,Vanessa Bullick,Earthenware,Spiked pot,61.0,Thrown,10.0
VB373Y378,Slip decoration,8.9,this spiked pot is wheel-thrown and decorated with slip resist to create patterns and textures on the  burnished pot which is then sawdust fired in a variety of wood shavings.,Wood,8.0,Vanessa Bullick,Earthenware,Spiked pot,61.0,Thrown,10.0
WK30Y492,Glaze,13.0,"warm yellow glaze peers out from the depths of this tall, inkwash extruded jug. with protruding additions and the classic circular swirl, this walter keeler piece is a joyful addition to any collection.",Electric,40.0,Walter Keeler,Earthenware,Inkwash Jug,1220.0,Hand built,27.0
WK30Y482,Glaze,13.0,"tall jug perfectly balanced and crafted, its slightly leaning form enhanced beautifully by incised lines and a blue/grey salt glaze.",Wood,32.0,Walter Keeler,Stoneware,Saltglaze Jug,610.0,Hand built,20.0
WK30Y422,Glaze,12.0,"tall jug perfectly balanced and crafted, its slightly leaning form enhanced beautifully by incised lines and a grey salt glaze.",Wood,42.0,Walter Keeler,Stoneware,Saltglaze Jug,1586.0,Hand built,28.0
WK30Y444,Glaze,13.0,"tall jug perfectly balanced and crafted, its slightly leaning form enhanced beautifully by incised lines and a grey salt glaze.",Wood,40.0,Walter Keeler,Stoneware,Saltglaze Jug,1600.0,Hand built,32.0
GC113Y871,Glaze,9.3,"cut sided bottle, freely thrown using a stoneware clay containing natural impurities giving a dramatic and random pattern to the surface.",Electric,24.0,Gilles Le Corre,Stoneware,Cut sided bottle,122.0,Thrown,11.0
GC113Y836,Glaze,10.6,"small flared bottle, freely thrown using a textured stoneware clay and decorated with a dramatic black glaze.",Electric,17.0,Gilles Le Corre,Stoneware,Flared Bottle,146.0,Thrown,14.0
GC113Y834,Glaze,11.5,"tall flared bottle, freely thrown using a textured stoneware clay and decorated with a dramatic black glaze.",Electric,29.0,Gilles Le Corre,Stoneware,Flared Bottle,305.0,Thrown,16.0
GC113Y872,Glaze,8.9,"cut sided bottle, freely thrown using a stoneware clay containing natural impurities giving a dramatic and random pattern to the surface.",Electric,25.0,Gilles Le Corre,Stoneware,Cut sided bottle,146.0,Thrown,10.0
GC113Y837,Glaze,8.9,tall cylindrical vase freely thrown using a stoneware clay containing natural impurities giving a dramatic and random pattern to the surface.,Electric,19.0,Gilles Le Corre,Stoneware,Cylindrical Vase,100.0,Thrown,10.0
SM80Y563,Slip decoration,19.3,"a red earthenware square dish with footring, beautifully decorated with coloured slips featuring an intricate feathered design.",Electric,9.0,Sean Miller,Earthenware,Square Dish,268.0,Hand built,34.5
SM80Y565,Slip decoration,16.5,"a red earthenware round plate, beautifully decorated with coloured slips featuring an intricate feathered design.",Electric,4.0,Sean Miller,Earthenware,Round Plate,183.0,Hand built,28.0
AS278Y47,Glaze,11.5,"a beautifully thrown porcelain jar, decorated with a silky soft matt cream glaze.",Electric,18.0,Anna Silverton,Porcelain,Porcelain Jar,190.0,Thrown,16.0
AS278Y56,Glaze,10.6,a beautifully thrown porcelain vase with a soft matt white glaze.,Electric,20.0,Anna Silverton,Porcelain,Porcelain Vase,232.0,Thrown,14.0
AS278Y55,Glaze,10.4,a beautifully thrown porcelain vase with a soft matt grey textured glaze.,Electric,27.5,Anna Silverton,Porcelain,Porcelain Vase,281.0,Thrown,13.5
AS278Y54,Glaze,12.5,a beautifully thrown porcelain vase with a soft matt grey textured glaze.,Electric,36.0,Anna Silverton,Porcelain,Porcelain Vase,464.0,Thrown,18.5
AS278Y48,Glaze,11.5,"a beautifully thrown porcelain jar, decorated with a silky soft matt cream glaze.",Electric,18.5,Anna Silverton,Porcelain,Porcelain Jar,190.0,Thrown,16.0
B307Y363,Slip decoration,13.0,"this earthenware jug form is wheel thrown and altered with some hand built elements. it is decorated using coloured slips which are poured, trailed and brushed on to achieve energy and dynamism.",Electric,38.0,Dylan Bowen,Earthenware,Jug Form,450.0,Hand built,20.0
B307Y364,Slip decoration,14.0,"this earthenware jug form is wheel thrown and altered with some hand built elements. it is decorated using coloured slips which are poured, trailed and brushed on to achieve energy and dynamism.",Electric,26.0,Dylan Bowen,Earthenware,Jug Form,260.0,Thrown,18.0
KB123Y1038,Glaze,12.0,"this stoneware kurinuki box is made from a solid piece of clay, hollowed out and fluted after the lid is cut off.  it is glazed with a semi-matt pale glaze and reduction fired.",Gas,17.0,Karen Bunting,Stoneware,Lidded Box,220.0,Hand built,12.0
KB123Y1039,Glaze,10.0,"this stoneware kurinuki box is made from a solid piece of clay, hollowed out after the lid is cut off.  it is incised and inlaid with metal oxides, then glazed with a transparent glaze and reduction fired.",Gas,17.0,Karen Bunting,Stoneware,Lidded Box,180.0,Hand built,10.0
AT488Y218,Slip decoration,8.9," this cylinder vase is wheel-thrown in porcelain. the surface design is achieved through the spontaneous use of a bold, but muted palette of stains, oxides and slips with the addition of inlaid and sgraffito lines. ",Electric,29.0,Ali Tomlin,Porcelain,Cylinder Vase,280.0,Thrown,10.0
SW111Y340,Slip decoration,11.0,"this pristine white bone china bowl is slip cast with architectural and precise detail, enhancing the translucency and luminosity of this piece.",Electric,10.0,Sasha Wardell,Bone China,Bowl,183.0,Hand built,16.0
BS355Y252,Glaze,12.3,"this animated earthenware vessel is thrown soft and altered or formed from soft slabs. it is then scratched, cut and marked and brushed in layers with pigment, slip, oxides, and glaze.",Electric,20.0,Barry Stedman,Earthenware,Vessel,293.0,Hand built,18.0
BS355Y240,Glaze,12.3,"this animated earthenware vessel is thrown soft and altered. it is then scratched, cut and marked and brushed in layers with pigment, slip, oxides, and glaze.",Electric,20.0,Barry Stedman,Earthenware,Vessel,403.0,Hand built,18.0
BS355Y249,Glaze,10.6,"this animated earthenware vessel is thrown soft and altered. it is then scratched, cut and marked and brushed in layers with pigment, slip, oxides, and glaze.",Electric,17.0,Barry Stedman,Earthenware,Vessel,293.0,Hand built,14.0
BS355Y250,Glaze,8.7,"this animated earthenware vessel is thrown soft and altered. it is then scratched, cut and marked and brushed in layers with pigment, slip, oxides, and glaze.",Electric,11.0,Barry Stedman,Earthenware,Vessel,159.0,Hand built,9.5
S107Y1233,Slip decoration,11.0,this earthenware jug is wheel-thrown and decorated with coloured slips and a glossy glaze inspired by the english slipware tradition.,Electric,24.0,Penny Simpson,Earthenware,Jug,115.0,Thrown,15.0
S107Y1244,Slip decoration,14.2,this earthenware bowl is wheel-thrown and decorated with coloured slips and a glossy glaze inspired by the english slipware tradition.,Electric,6.0,Penny Simpson,Earthenware,bowl,59.0,Thrown,22.5
W92Y1002,Glaze,9.0,"this slab built earthenware vase has impressed and incised decoration, surface colour enhanced by slips and glaze.",Electric,24.0,Tessa Wolfe Murray,Earthenware,Vase,183.0,Hand built,27.0
W92Y1006,Glaze,6.0,"this slab built earthenware vase has impressed decoration, surface colour enhanced by slips and glaze.",Electric,31.0,Tessa Wolfe Murray,Earthenware,Vase,244.0,Hand built,16.5
SW111Y341,Slip decoration,12.7,"this pristine white bone china dish is slip cast with architectural and precise detail, enhancing the translucency and luminosity of this piece.",Electric,6.0,Sasha Wardell,Bone China,Dish,171.0,Hand built,19.0
SW111Y342,Slip decoration,12.7,"this pristine white bone china dish is slip cast with architectural and precise detail, enhancing the translucency and luminosity of this piece.",Electric,6.0,Sasha Wardell,Bone China,Dish,171.0,Hand built,19.0
SW111Y399,Slip decoration,11.0,"this pristine white bone china bowl is slip cast with architectural and precise detail, enhancing the translucency and luminosity of this piece.",Electric,10.0,Sasha Wardell,Bone China,Bowl,183.0,Hand built,16.0
HB366Y326,Slip decoration,9.5,this vase is slip-cast from a mould of helen’s wheel thrown form. it is decorated with lithographically printed ceramic decals of her hand-painted illustrations.,Electric,18.0,Helen Beard,Bone China,Vase Flower Market,96.0,Hand built,11.5
HB366Y319,Slip decoration,15.0,this bowl is slip-cast from a mould of helen’s wheel thrown form. it is decorated with lithographically printed ceramic decals of her hand-painted illustrations.,Electric,8.5,Helen Beard,Bone China,Bowl Chelsea Mews,45.0,Hand built,16.0
HB366Y318,Slip decoration,15.0,this bowl is slip-cast from a mould of helen’s wheel thrown form. it is decorated with lithographically printed ceramic decals of her hand-painted illustrations.,Electric,8.5,Helen Beard,Bone China,Bowl Georgian Terrace,45.0,Hand built,16.0
HB366Y320,Slip decoration,15.0,this bowl is slip-cast from a mould of helen’s wheel thrown form. it is decorated with lithographically printed ceramic decals of her hand-painted illustrations.,Electric,9.0,Helen Beard,Bone China,Bowl Wheelbarrow and Beets,45.0,Hand built,16.0
JCJ408X147,Lustre,13.8,this wheel-thrown porcelain bowl has been ornately decorated with rich colours and metallic lustre.,Gas,15.378450578806767,Jonathan Chiswell Jones,Porcelain,Floral windows small bowl,172.0,Thrown,21.5
JCJ408X153,Lustre,11.6,this wheel-thrown porcelain vase has been ornately decorated with rich colours and metallic lustre.,Gas,22.0,Jonathan Chiswell Jones,Porcelain,Loving Birds and Carnations Vase,238.0,Thrown,16.407200357781758
JCJ408X152,Lustre,11.6,this wheel-thrown porcelain slim vase has been ornately decorated with rich colours and metallic lustre.,Gas,22.5,Jonathan Chiswell Jones,Porcelain,Fish and Weed Slim Vase,211.0,Thrown,16.407200357781758
JCJ408X148,Lustre,13.8,this wheel-thrown porcelain bowl has been ornately decorated with rich colours and metallic lustre.,Gas,15.378450578806767,Jonathan Chiswell Jones,Porcelain,Tulips small bowl,172.0,Thrown,21.5
MOM292Y268,Slip decoration,12.7,this expressive stoneware jar is produced on the potter’s wheel with soft clay and altered. the use of slip and sgraffito encourages a sense of movement. wood firing creates added depth and character.,Wood,23.0,Marcus O Mahony,Stoneware,Jar,400.0,Hand built,19.0
S516Y3,Sgraffito,8.3,angel fish and weed vessel is a three dimentional painting in clay using sgrafitto technique and coloured slips.,Electric,17.0,Tiffany Scull,Stoneware,Angel Fish and Weed Vessel,450.0,Thrown,8.5
S516Y9,Sgraffito,8.1,small tortoise shell butterfly & cosmos vessel is a three dimentional painting in clay using sgrafitto technique and coloured slips.,Electric,14.0,Tiffany Scull,Stoneware,Small Tortoise Shell Butterfly & Cosmos,380.0,Thrown,8.0
S516Y8,Sgraffito,7.4,bee hawk moth & fuchsia vessel is a three dimentional painting in clay using sgrafitto technique and coloured slips.,Electric,13.0,Tiffany Scull,Stoneware,Bee Hawk Moth & Fuchsia,280.0,Thrown,6.5
S516Y7,Sgraffito,8.1,calico veil tailed fancy fish vessel is a three dimentional painting in clay using sgrafitto technique and coloured slips.,Electric,14.0,Tiffany Scull,Stoneware,Calico Veil Tailed Fancy Fish Form,350.0,Thrown,8.0
BC298Y15,Glaze,10.6,this raku fired conical footed form is thrown in porcelain with a lustrous bronze surface exterior.,Raku,14.5,Bruce Chivers,Porcelain,Conical Footed Form,250.0,Thrown,14.0
BC298Y17,Glaze,5.0,this raku fired sculptural form is decorated with an animal pattern.,Raku,30.0,Bruce Chivers,Porcelain,Sculptural Form,995.0,Hand built,18.0
BC298Y16,Glaze,10.6,this raku fired conical footed form is thrown in porcelain with a lustrous bronze surface.,Raku,14.5,Bruce Chivers,Porcelain,Conical Footed Form,250.0,Thrown,14.0
